Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Chelsea Cutler,You're Not Missing Me,0.244,0.683,213626,0.647,279793,1.15e-05,2,0.0733,-6.36,1,59,0.0371,91.041,4,0.351
Nina Nesbitt,Somebody Special,0.43,0.561,200920,0.361,243776,0.0,5,0.0672,-8.166,0,55,0.0802,172.096,4,0.817
StayLoose,Fight Back (feat. Nevve),0.0589,0.61,221000,0.794,16526,0.000239,1,0.104,-5.476,1,31,0.0301,90.014,4,0.249
Honors,Valleys,0.183,0.694,248520,0.417,29673,0.0,2,0.125,-6.853,0,49,0.0368,79.995,4,0.359
Marnik,Burn,0.0596,0.639,193730,0.798,62730,0.0,6,0.105,-5.942,0,50,0.249,105.001,4,0.639
KREAM,Know This Love (feat. Litens),0.113,0.631,225638,0.835,99789,1.2e-05,2,0.331,-5.214,1,52,0.0568,98.971,4,0.466
SBK,Vexed Riddim,0.303,0.837,137143,0.768,1110,0.74,4,0.119,-4.532,0,24,0.0502,140.073,4,0.668
Filthy Gears,Scrub,0.000157,0.578,279431,0.459,1931,0.906,5,0.11,-9.412,1,24,0.033,140.014,4,0.0834
Filthy Gears,Magneto,0.0112,0.76,197221,0.532,1931,0.715,9,0.119,-9.246,1,20,0.0427,140.079,4,0.139
Mistakay,Recargar,0.0206,0.83,196384,0.982,649,0.83,2,0.14,-1.246,1,22,0.163,140.028,4,0.621
Westy,Only the Rated,0.00423,0.841,166766,0.31,1416,0.256,0,0.0858,-10.792,1,23,0.0655,140.009,4,0.203
Wiley,Morgue,0.202,0.852,148325,0.379,209,0.846,11,0.0825,-9.269,1,19,0.0779,141.732,4,0.119
ZXPH XLLXS,XCXD BXMB,1.71e-05,0.247,292962,0.944,1034,0.854,3,0.607,-2.139,0,30,0.0394,140.052,4,0.614
Ruff Sqwad,Pied Piper,0.493,0.643,191001,0.446,12798,0.733,6,0.0969,-7.061,0,28,0.0357,139.006,4,0.856
Ruff Sqwad,Functions On the Low,0.816,0.74,282067,0.649,12798,0.152,8,0.201,-7.709,0,38,0.137,140.001,4,0.573
Rude Kid,fabric,0.775,0.682,157637,0.806,1034,0.873,6,0.0992,-4.326,0,27,0.0433,139.996,4,0.186
Wiley,Igloo,0.0385,0.877,198520,0.808,880888,0.891,0,0.0817,-8.811,1,23,0.0364,137.071,4,0.593
S-X,Woooo,0.738,0.784,243714,0.384,58843,0.932,0,0.125,-8.818,0,22,0.272,137.046,4,0.559
Jammz,Danger - Instrumental,0.0647,0.716,252000,0.57,4370,0.221,11,0.0749,-7.966,0,19,0.0441,139.906,4,0.303
Ruff Sqwad,Together,0.0539,0.556,222021,0.822,12798,0.856,9,0.177,-5.747,1,44,0.182,139.725,4,0.808
Swifta Beater,War Lord,0.00249,0.703,183880,0.534,1034,0.894,11,0.37,-8.482,0,22,0.0414,140.163,4,0.515
Zdot,Currency,0.31,0.9,239173,0.459,5286,0.805,11,0.0976,-11.524,0,20,0.143,140.01,4,0.533
Westy,Controlla,0.0256,0.753,140539,0.612,1416,0.000899,2,0.0707,-10.817,1,20,0.0631,140.041,4,0.241
The Heavytrackerz,London we have lift off - Instrumental,0.00718,0.916,210857,0.83,4291,0.00714,5,0.355,-4.867,0,17,0.268,139.905,4,0.454
Ghetts,One Take - Instrumental,0.147,0.579,210862,0.841,106555,0.54,10,0.0912,-7.135,1,24,0.0708,174.933,5,0.929
Policy,Rainbow Bridge,0.0429,0.458,250331,0.319,139,0.0375,5,0.167,-14.533,1,15,0.487,186.615,3,0.115
Deeco,Panasonic,0.362,0.706,126957,0.574,3546,0.927,0,0.207,-9.529,1,17,0.066,137.972,4,0.24
Swifta Beater,Food Move,0.00617,0.583,171480,0.549,4084,0.0532,0,0.143,-9.115,1,18,0.0353,104.869,3,0.341
Preditah,Sword,0.292,0.53,306880,0.307,880888,0.824,1,0.0837,-11.618,0,18,0.423,211.357,3,0.349
Dexplicit,Waterboy,0.0148,0.765,189030,0.43,1773,0.973,10,0.199,-12.244,0,17,0.239,140.049,4,0.135
Filthy Gears,Duck Duck Goose,0.000538,0.619,193074,0.663,1931,0.0324,2,0.286,-7.249,1,15,0.0608,93.427,5,0.277
Elf Kid,Golden Boy - Instrumental,0.000378,0.847,166299,0.819,7730,0.838,7,0.267,-6.634,0,19,0.144,140.077,4,0.873
Westy,Karachi,0.223,0.705,247040,0.188,1416,0.744,4,0.104,-13.843,0,17,0.372,139.815,4,0.145
Zdot,Gully,0.0262,0.83,168072,0.444,5286,0.8,8,0.0924,-12.504,0,16,0.0618,140.014,4,0.525
Dexplicit,Forward Riddim,0.0353,0.62,211139,0.734,1773,0.617,1,0.336,-9.659,1,18,0.564,172.063,5,0.197
Jme,96 Bars of Revenge,0.0546,0.566,224213,0.907,308608,0.0,1,0.119,-8.277,1,42,0.522,93.164,5,0.56
Faze Miyake,Lei Wulong,0.0321,0.642,242533,0.828,6456,0.876,2,0.201,-6.565,1,16,0.0358,134.948,4,0.218
Swifta Beater,Yeah Yeah 2,0.00875,0.557,185213,0.764,4084,0.148,1,0.213,-7.928,0,17,0.117,140.041,4,0.524
Mistakay,Stringz - 140 Energy Remix,0.0223,0.738,222012,0.591,649,0.744,10,0.102,-8.122,0,14,0.0462,140.048,4,0.355
Blay Vision,99 Pace,0.0412,0.661,197147,0.783,4060,0.895,11,0.307,-8.987,1,19,0.0425,139.966,4,0.0689
Blay Vision,99 Pace,0.0412,0.661,197147,0.783,4060,0.895,11,0.307,-8.987,1,19,0.0425,139.966,4,0.0689
Chip,Hear Dis - Instrumental,0.519,0.418,200113,0.907,221907,0.913,9,0.148,-8.694,1,15,0.257,174.879,4,0.523
Filthy Gears,Ted Bundy,0.00614,0.749,193714,0.723,1931,0.0012,5,0.191,-4.15,1,14,0.0612,139.933,4,0.416
Jammz,Keep It Simple,0.317,0.821,269890,0.339,4370,0.33,2,0.114,-7.216,1,18,0.443,142.851,4,0.188
Sir Spyro,Farda,0.0467,0.484,206306,0.659,1034,0.919,0,0.0646,-6.465,1,15,0.193,174.619,5,0.379
Blay Vision,Gone Mad,0.054,0.708,212009,0.763,4060,0.000102,8,0.132,-5.74,0,40,0.0428,119.977,4,0.221
Faze Miyake,Stay Woke,0.0113,0.656,174724,0.437,6456,0.64,0,0.219,-11.273,1,13,0.0432,148.02,4,0.558
Westy,Residence,0.027,0.618,167889,0.448,1416,0.767,9,0.0924,-10.248,0,14,0.0676,107.181,3,0.074
Dullah Beatz,Final Stage,5.77e-05,0.655,411895,0.723,1034,0.913,7,0.125,-5.017,1,15,0.0457,139.933,4,0.591
Outsider,Avirex & Akademiks,0.000228,0.685,233143,0.59,57,0.96,0,0.0862,-7.101,0,12,0.0481,140.076,4,0.513
Rude Kid,Bloody Hell,1.99e-05,0.652,210862,0.764,7966,0.0364,4,0.13,-5.177,0,14,0.0337,140.044,4,0.0479
KURUPT FM,Suttin Like That (Instrumental),0.0391,0.817,154927,0.598,33290,0.95,11,0.294,-10.214,0,20,0.44,70.051,4,0.5
Don Cotti,Bun War - Instrumental Version,0.0503,0.556,207305,0.847,90,0.906,11,0.326,-6.361,0,15,0.0939,139.942,4,0.663
Wiley,Wot Do U Call It? (Instrumental Igloo),0.0608,0.875,199293,0.73,293630,0.88,0,0.0679,-10.402,1,18,0.0402,137.082,4,0.586
Blay Vision,My G's,0.167,0.696,207245,0.687,6182,4.26e-05,2,0.113,-5.624,1,27,0.331,150.028,4,0.701
Darq E Freaker,Butterscotch,0.0558,0.555,256766,0.983,3862,0.213,10,0.123,-1.597,0,14,0.0738,144.053,4,0.411
Low Deep,Straight Flush,0.0562,0.474,212600,0.648,880888,0.639,9,0.119,-7.252,1,15,0.0796,174.266,5,0.497
Maniac,Go,0.0357,0.595,251320,0.979,67676,0.0,9,0.293,-1.61,1,42,0.0678,124.986,4,0.83
Just Geo,Gorillas In The Bits,0.00343,0.836,260650,0.823,280,0.472,11,0.0665,-3.513,0,12,0.0583,139.968,4,0.896
Blay Vision,Badgal Ri-Ri,0.104,0.653,248889,0.334,4060,0.0401,0,0.109,-11.338,1,14,0.0272,81.052,4,0.108
Filthy Gears,Shift,0.0295,0.345,250288,0.88,1931,0.503,2,0.14,-8.518,1,12,0.179,180.883,5,0.138
Just Geo,Riot (See No Evil Dub),0.000263,0.721,227079,0.97,280,0.688,6,0.0669,-7.283,0,12,0.056,140.044,4,0.898
Jammz,The World,0.0403,0.856,229700,0.336,4370,0.0857,1,0.116,-10.061,0,18,0.0777,143.002,4,0.249
Dullah Beatz,Oil Gang,0.0346,0.799,274290,0.619,326,0.769,2,0.0908,-5.324,1,13,0.182,139.837,4,0.341
Wiley,Stormy Weather,0.708,0.526,158400,0.843,293630,0.0,8,0.309,-5.358,1,24,0.435,134.175,4,0.853
Wiley,Step 2001 - Instrumental,0.0978,0.903,205714,0.869,293630,0.000749,2,0.258,-10.167,0,13,0.125,139.982,4,0.896
Tempa T,Next Hype - Instrumental,0.0016,0.869,239640,0.761,49453,0.829,8,0.0736,-6.449,1,17,0.105,139.973,4,0.281
Just Geo,Shangralah,0.000495,0.732,236469,0.508,280,0.0809,1,0.0685,-6.28,1,11,0.298,94.385,5,0.804
Maniac,Quadratic,0.0154,0.457,195862,0.985,398,0.692,2,0.0878,-5.362,1,13,0.048,87.382,4,0.641
Skepta,That's Not Me - Instrumental,0.345,0.954,184982,0.785,1156,0.67,0,0.0756,-11.829,1,0,0.22,138.984,4,0.597
Just Geo,Red Alert,0.00143,0.847,261930,0.545,280,0.878,0,0.104,-7.405,1,13,0.0699,139.999,4,0.226
Jammz,Warrior - Instrumental,0.000541,0.831,167919,0.38,4370,0.858,1,0.166,-10.588,0,14,0.378,143.053,4,0.323
LUX€ BOYZ,DM,0.0238,0.877,137647,0.61,149,0.611,10,0.115,-7.817,0,12,0.0731,135.951,4,0.634
Mistakay,Rush,0.0012,0.38,210901,0.873,649,0.439,7,0.339,-7.368,1,11,0.594,140.005,4,0.377
Just Geo,iBunk,0.00349,0.74,182179,0.733,280,0.485,0,0.106,-7.142,1,10,0.0427,140.012,4,0.643
DJ Q,Sonic,0.217,0.812,251640,0.654,20976,0.797,2,0.637,-8.659,1,32,0.197,95.408,4,0.542
Darq E Freaker,Red Velvet,0.0558,0.555,256766,0.983,3862,0.213,10,0.123,-1.597,0,14,0.0738,144.053,4,0.411
Dizzee Rascal,Stand Up Tall (Instrumental),0.000223,0.819,189667,0.845,297257,0.452,11,0.287,-6.414,0,12,0.0479,134.994,4,0.889
Just Geo,Winner Stays On.,0.000442,0.861,288862,0.551,280,0.833,1,0.0816,-7.78,1,11,0.11,139.963,4,0.921
Prince Rapid,Gladiator - Instrumental,0.0107,0.78,198000,0.972,558,0.0296,6,0.1,0.119,0,11,0.253,137.056,4,0.958
Just Geo,Dagger Jacker,0.00285,0.801,178704,0.564,280,0.566,11,0.308,-7.734,0,12,0.165,140.023,4,0.593
Dave,Funky Friday,0.0783,0.975,182741,0.535,858557,0.0,1,0.107,-7.227,1,70,0.196,125.066,4,0.671
Chiedu Oraka,Darcy,0.000418,0.854,206915,0.575,1503,0.000113,0,0.159,-9.901,0,39,0.0936,132.004,4,0.496
Big Zuu,Fall Off,0.253,0.61,211204,0.842,23618,3.63e-05,6,0.21,-5.363,0,43,0.365,153.257,4,0.533
Smoke Boys,1Xtra,0.0484,0.76,187000,0.864,107006,0.0,8,0.118,-3.857,1,29,0.322,139.931,4,0.865
AJ Tracey,LO(V/S)ER,0.207,0.9,165000,0.831,542918,2.53e-06,1,0.0963,-5.392,1,63,0.198,139.987,4,0.661
Bugzy Malone,Die By The Gun,0.159,0.59,248867,0.629,516096,0.0,11,0.288,-7.877,0,61,0.295,139.524,4,0.417
Dizzee Rascal,Money Right,0.251,0.801,200080,0.765,297257,0.0,2,0.235,-5.944,1,51,0.167,150.002,4,0.405
Ocean Wisdom,Revvin',0.131,0.861,236250,0.603,105799,8.8e-06,2,0.179,-9.929,1,58,0.295,144.024,4,0.606
Ard Adz,Fun With It,0.407,0.751,205061,0.764,67106,0.0,2,0.293,-5.388,1,52,0.377,141.534,4,0.856
Unknown T,Homerton B,0.231,0.739,192000,0.772,60116,0.0548,7,0.0721,-6.367,1,62,0.0731,142.472,4,0.28
Swick,Send Me the Money,0.0261,0.771,237000,0.745,1617,0.0,9,0.0636,-6.511,1,9,0.315,140.058,4,0.698
Krept & Konan,Ask Flipz,0.3,0.808,232587,0.712,328903,0.0267,10,0.09,-6.551,0,50,0.2,137.035,4,0.592
Bugzy Malone,Done His Dance,0.406,0.602,196827,0.836,516096,0.0,11,0.458,-6.476,1,43,0.245,139.801,4,0.712
Skepta,Pure Water,0.0256,0.594,187399,0.776,735269,0.0,0,0.144,-4.289,1,51,0.287,138.149,4,0.402
Yizzy,Hype Ting,0.0103,0.521,212303,0.839,5148,0.0,11,0.3,-4.438,1,22,0.352,140.315,4,0.797
Kojo Funds,Who Am I? (feat. Bugzy Malone),0.0946,0.756,191260,0.764,219143,0.0,2,0.0909,-3.837,1,48,0.229,132.073,4,0.642
Jaykae,Moscow,0.22,0.534,199446,0.648,121280,2.09e-06,1,0.077,-4.891,0,52,0.123,139.761,4,0.167
PK,Yuck,0.0769,0.865,153290,0.65,966,0.0,7,0.249,-12.893,1,6,0.302,77.492,4,0.614
Bugzy Malone,AND WHAT,0.596,0.776,224571,0.657,516096,0.0,2,0.141,-7.186,1,43,0.339,139.746,4,0.507
Big Narstie,Sunshine (feat. Craig David & Star.One),0.0112,0.569,261887,0.807,48348,0.000228,6,0.151,-3.627,1,35,0.146,169.896,4,0.182
AJ Tracey,Alakazam (feat. JME & Denzel Curry),0.381,0.812,218000,0.574,542918,0.0,10,0.129,-8.405,0,52,0.392,144.03,4,0.38
Dizzee Rascal,Ghost,0.352,0.746,179267,0.73,297257,0.0,11,0.126,-5.399,1,45,0.239,144.952,4,0.429
Bugzy Malone,We Don't Play,0.0914,0.654,217472,0.815,516096,2.59e-06,1,0.226,-5.293,1,52,0.315,135.082,4,0.43
Rude Kid,Honey Dew,0.056,0.735,166679,0.903,7966,0.0,0,0.232,-4.793,0,48,0.254,130.095,4,0.459
Ghetts,Pick Up The Phone,0.068,0.607,214133,0.564,106555,3.58e-06,11,0.103,-9.582,0,37,0.329,139.663,4,0.579
Yizzy,Like Yours,0.0505,0.352,220813,0.965,5148,0.0,5,0.0553,-2.486,1,26,0.333,140.184,4,0.437
Ambush Buzzworl,Jumpy Remix,0.076,0.661,281575,0.816,37143,0.0,10,0.0836,-5.329,1,49,0.454,126.178,4,0.605
Boy Better Know,Athlete,0.0249,0.646,264363,0.771,16609,0.0,9,0.488,-5.756,1,36,0.32,139.896,4,0.161
P Money,Road Rage 2,0.153,0.523,192181,0.886,90206,0.0,1,0.102,-6.328,1,31,0.449,75.486,4,0.353
AJ Tracey,Blacked Out,0.371,0.604,228000,0.809,542918,0.0,1,0.113,-5.178,0,46,0.476,173.739,5,0.275
Bugzy Malone,Clash Of The Titans,0.567,0.514,185116,0.777,516096,0.0,9,0.297,-9.196,1,43,0.351,137.552,4,0.716
Bugzy Malone,Come Through,0.18,0.489,265160,0.829,516096,0.0,9,0.538,-8.069,0,43,0.478,139.58,4,0.694
Wiley,Remember Me,0.4,0.526,181220,0.867,293630,0.0,7,0.269,-4.381,1,32,0.315,100.979,3,0.924
Foreign Beggars,Standard,0.418,0.768,230572,0.589,87090,0.0,1,0.0822,-8.781,1,33,0.46,139.441,4,0.423
The Manor,The Sesh,0.0232,0.723,218773,0.952,26524,0.0,9,0.451,-2.559,0,41,0.0828,126.002,4,0.673
Bugzy Malone,Separation (feat. Maverick Sabre),0.574,0.513,250213,0.644,516096,0.0,5,0.144,-7.111,0,48,0.277,139.573,4,0.482
Stormzy,Big For Your Boots,0.0313,0.515,238419,0.902,1584884,0.0,6,0.093,-4.729,0,64,0.383,174.589,5,0.628
President T,Drivers,0.087,0.595,192052,0.583,24478,1.09e-06,1,0.0822,-10.045,1,23,0.375,140.284,4,0.343
Skepta,Stay with It,0.0184,0.831,236904,0.812,735269,0.0,1,0.191,-5.916,1,43,0.0971,139.964,4,0.34
J-mal,6ix Flags,0.0791,0.659,222400,0.615,570,0.0,2,0.172,-9.232,1,19,0.327,149.877,4,0.589
Chip,Right Now (feat. JME & Frisco),0.225,0.623,206131,0.912,221907,0.0,6,0.0639,-2.427,0,34,0.342,135.098,4,0.664
President T,Gassed Up Yutes,0.123,0.817,229714,0.832,24478,0.0,1,0.0727,-5.121,1,27,0.305,139.962,4,0.757
Gen,It's Long Fam,0.105,0.784,191083,0.612,814,2.38e-05,1,0.11,-7.256,1,19,0.15,157.01,4,0.464
Lethal Bizzle,Don't Believe You,0.044,0.808,241079,0.908,140828,0.0,11,0.184,-4.06,1,24,0.384,139.796,4,0.483
Ghetts,Slumdog Millionaire,0.00198,0.576,195040,0.664,106555,5.17e-06,2,0.123,-6.215,1,33,0.0812,139.532,4,0.0637
James Pyke,And Dat,0.00553,0.759,211951,0.673,490,0.0243,0,0.322,-8.282,1,14,0.0686,140.051,4,0.696
Bugzy Malone,Death Do Us Part,0.299,0.396,265747,0.802,516096,0.0,1,0.0822,-6.428,1,42,0.26,138.152,4,0.648
Mayday,Like Juve (Juventus),0.153,0.407,194873,0.959,283,8.36e-06,2,0.113,-6.081,1,11,0.447,140.005,4,0.567
Bugzy Malone,Warning,0.0452,0.562,222826,0.908,516096,0.000486,0,0.0979,-4.408,1,43,0.376,139.947,4,0.529
Star.One,Revolver Riddim,0.402,0.757,198301,0.911,3508,0.0,9,0.227,-4.663,1,20,0.372,140.228,4,0.704
Ghetts,Preach,0.0262,0.674,194293,0.902,106555,0.0,10,0.314,-5.379,0,38,0.274,140.156,4,0.607
Maxsta,Born On Your Own,0.198,0.679,170935,0.761,13093,0.0,8,0.0861,-9.238,1,21,0.42,138.6,4,0.752
Manga Saint Hilare,Do My Ting,0.221,0.622,194571,0.766,6182,0.0,11,0.0553,-8.212,1,17,0.429,140.534,4,0.677
Dizzee Rascal,Spin Ya,0.14,0.515,269680,0.876,297257,0.0,1,0.741,-5.647,1,31,0.393,177.32,5,0.619
Devlin,Live in the Booth,0.00577,0.439,207493,0.831,131563,0.0,11,0.064,-4.195,0,19,0.343,140.382,4,0.467
Mez,One Flow,0.0544,0.624,1240500,0.848,880888,0.0,2,0.33,-1.564,1,49,0.218,160.041,4,0.735
Bugzy Malone,Submarine,0.308,0.691,208640,0.635,516096,1.14e-06,1,0.177,-9.162,1,38,0.352,140.047,4,0.701
Mercston,Flexin,0.125,0.849,169712,0.798,5594,0.0,10,0.127,-4.816,0,18,0.314,139.96,4,0.89
Ghetts,London,0.0819,0.568,228000,0.609,880888,0.0,2,0.0717,-8.978,0,42,0.274,134.916,4,0.0712
President T,We Run Tingz,0.306,0.521,154286,0.937,24478,0.0,1,0.17,-1.339,1,16,0.309,139.917,4,0.548
President T,Over the Moon,0.124,0.833,130456,0.73,24478,2.68e-06,6,0.875,-7.837,0,21,0.349,140.063,4,0.499
Faze Miyake,¥£$,0.152,0.815,222222,0.532,6456,3.86e-05,1,0.577,-9.1,1,32,0.16,134.974,4,0.392
Ghetts,Shellington Crescent,0.00854,0.663,170000,0.819,106555,0.0,1,0.1,-6.784,1,32,0.302,137.871,4,0.335
Faze Miyake,Oddity,0.0612,0.825,158118,0.802,6456,0.000213,8,0.144,-5.335,1,6,0.133,169.994,4,0.401
Nick Brewer,Shots,0.0835,0.861,141900,0.514,7334,0.0,1,0.162,-8.815,1,5,0.247,135.003,4,0.372
Ghetts,King,0.476,0.62,212820,0.699,230628,0.0,1,0.275,-7.312,0,31,0.332,120.091,4,0.622
Peigh,Answering Phone,0.345,0.6,170083,0.761,137,0.0,10,0.204,-8.405,0,6,0.468,134.078,4,0.729
Franko Fraize,Stop Me,0.138,0.687,199388,0.902,1702,0.0,1,0.198,-5.781,0,12,0.198,139.876,4,0.493
Shaggy,It Wasn't Me,0.0503,0.852,227547,0.604,1320368,0.0,0,0.327,-4.569,1,68,0.0642,94.762,4,0.667
Cascada,Every time we touch,0.204,0.644,209351,0.759,77,0.806,8,0.0865,-7.815,1,7,0.0295,137.003,4,0.689
Dexys Midnight Runners,Come On Eileen,0.664,0.45,287307,0.656,128895,3.02e-06,2,0.259,-7.049,1,76,0.0472,106.61,4,0.782
Backstreet Boys,I Want It That Way,0.216,0.689,213600,0.702,3116083,0.0,6,0.159,-5.642,0,77,0.0261,99.031,4,0.484
Fountains Of Wayne,Stacy's Mom,0.0021,0.774,197987,0.75,106664,1.85e-05,11,0.0808,-4.927,0,74,0.0413,118.015,4,0.925
Carly Rae Jepsen,Call Me Maybe,0.0114,0.783,193400,0.58,4010128,2.28e-06,7,0.108,-6.548,1,69,0.0408,120.021,4,0.66
Smash Mouth,All Star,0.0395,0.731,200373,0.867,584377,0.0,11,0.0861,-5.881,1,80,0.032,104.019,4,0.776
Lou Bega,Mambo No. 5 (A Little Bit of...),0.103,0.622,220293,0.807,63444,0.0,5,0.306,-6.752,0,76,0.408,174.06,4,0.892
Natalie Imbruglia,Torn,0.0647,0.575,244667,0.886,531768,0.000187,5,0.709,-5.182,1,67,0.034,96.308,4,0.608
The Darkness,I Believe In A Thing Called Love,0.0538,0.442,217653,0.846,266589,4.71e-06,4,0.282,-5.214,1,69,0.0764,128.235,4,0.622
Nelly,Country Grammar (Hot Shit),0.00689,0.865,287000,0.664,1479972,0.0,2,0.142,-6.822,1,69,0.108,162.831,4,0.565
Lit,My Own Worst Enemy,0.00129,0.494,169027,0.946,190855,0.0,4,0.398,-2.757,1,70,0.0637,103.408,4,0.741
Christina Aguilera,Genie in a Bottle,0.21,0.627,217573,0.8,5059122,0.000123,1,0.137,-6.945,1,72,0.162,175.815,4,0.912
Crazy Town,Butterfly,0.00132,0.736,216733,0.811,260804,0.000142,9,0.107,-4.17,0,70,0.081,103.502,4,0.609
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],0.00627,0.766,202627,0.873,18606291,0.0,11,0.0764,-6.381,0,78,0.143,126.988,4,0.743
Aqua,Barbie Girl,0.0165,0.81,197773,0.957,294488,0.284,1,0.248,-6.049,0,62,0.0364,129.985,4,0.962
Bonnie Tyler,Total Eclipse of the Heart,0.195,0.435,269787,0.658,844867,0.0,8,0.102,-8.179,1,75,0.0661,130.276,4,0.184
Natasha Bedingfield,Unwritten,0.00577,0.706,259333,0.801,989508,0.0,5,0.0822,-6.333,1,76,0.0399,100.013,4,0.63
Eagle-Eye Cherry,Save Tonight,9.24e-05,0.547,239227,0.693,118487,5.46e-05,0,0.113,-8.786,1,64,0.0353,119.567,4,0.583
Blind Melon,No Rain,0.619,0.389,217107,0.476,680529,5.09e-05,9,0.255,-9.342,1,74,0.0316,148.117,4,0.566
Len,Steal My Sunshine - Single Version,0.527,0.405,211467,0.944,19628,0.0,4,0.214,-8.473,1,55,0.249,192.147,4,0.71
The J. Geils Band,Centerfold,0.249,0.653,216533,0.677,401437,0.0,0,0.403,-12.244,1,72,0.0396,114.37,4,0.888
Ace of Base,All That She Wants,0.00526,0.707,211213,0.628,361575,8.21e-05,11,0.104,-9.684,1,67,0.0877,187.548,4,0.87
Daniel Powter,Bad Day,0.448,0.599,233640,0.785,178960,0.00336,3,0.151,-4.013,1,76,0.0309,140.046,4,0.52
Plain White T's,Hey There Delilah,0.872,0.656,232533,0.291,809644,0.0,2,0.114,-10.572,1,80,0.0293,103.973,4,0.298
Bloodhound Gang,The Bad Touch,0.00397,0.831,260507,0.735,553490,0.0205,0,0.123,-6.254,0,70,0.0384,122.979,4,0.97
Journey,Don't Stop Believin',0.127,0.5,250987,0.748,2843945,0.0,4,0.447,-9.072,1,80,0.0363,118.852,4,0.514
Sum 41,Fat Lip,0.000579,0.402,178267,0.914,2478407,0.0,9,0.065,-5.215,1,72,0.142,196.505,4,0.626
Sugar Ray,Fly,0.0202,0.835,244640,0.648,556661,0.225,1,0.308,-8.15,1,64,0.0488,99.701,4,0.674
Kansas,Carry on Wayward Son,0.00316,0.483,323000,0.786,845002,8.86e-05,7,0.446,-5.735,1,75,0.0319,126.748,4,0.793
Barenaked Ladies,One Week,0.00854,0.702,169760,0.898,442961,0.000154,9,0.0917,-6.003,1,69,0.0373,112.845,4,0.731
George Michael,Careless Whisper,0.128,0.574,300107,0.629,2346929,0.0,2,0.271,-8.815,0,75,0.0363,153.119,4,0.786
Los Del Rio,Macarena,0.422,0.927,249382,0.721,28602,4.36e-05,8,0.0422,-12.561,1,60,0.0908,103.018,4,0.965
Eiffel 65,Blue (Da Ba Dee) - Extended Remix,0.0605,0.77,272619,0.937,196977,0.0484,7,0.0355,-3.661,0,21,0.044,126.018,4,0.529
Toto,Africa,0.257,0.671,295893,0.373,1422655,7.95e-05,9,0.0481,-18.064,1,83,0.0323,92.717,4,0.732
Chumbawamba,Tubthumping,0.106,0.263,278960,0.871,55761,0.0,2,0.363,-7.496,1,62,0.131,206.679,4,0.622
Rednex,Cotton Eye Joe,0.0124,0.738,193827,0.937,67038,0.00206,9,0.0338,-7.788,0,58,0.0668,131.994,4,0.614
Shania Twain,Man! I Feel Like A Woman!,0.581,0.657,234493,0.639,1888647,0.0,10,0.278,-7.527,1,74,0.0412,124.882,4,0.674
The Offspring,Pretty Fly (For A White Guy),0.00185,0.783,182960,0.774,3461644,0.00707,9,0.314,-4.986,0,28,0.0809,143.371,4,0.952
*NSYNC,Bye Bye Bye,0.031,0.61,200400,0.926,1240655,0.0012,8,0.0821,-4.843,0,71,0.0479,172.638,4,0.861
D12,My Band,0.497,0.851,298773,0.849,1365338,2.05e-06,1,0.116,-3.383,0,69,0.0828,120.024,4,0.844
Wham!,Wake Me up Before You Go-Go,0.272,0.62,231333,0.574,1163030,0.0,0,0.0607,-11.893,1,79,0.0421,81.548,4,0.9
Biz Markie,Just A Friend,0.12,0.862,238267,0.663,190763,0.0,0,0.318,-9.004,1,62,0.21,85.308,4,0.837
Spice Girls,Wannabe,0.101,0.768,173027,0.864,1703073,0.0,11,0.162,-6.145,1,79,0.0324,110.008,4,0.891
Vengaboys,"Boom, Boom, Boom, Boom!!",0.0108,0.8,201840,0.894,211997,0.437,6,0.0285,-7.346,0,71,0.04,138.48,4,0.967
Wheatus,Teenage Dirtbag,0.36,0.617,241840,0.84,880888,8.85e-05,4,0.179,-4.063,1,70,0.0512,94.676,4,0.57
Britney Spears,Toxic,0.0249,0.774,198800,0.838,7200680,0.025,5,0.242,-3.914,0,80,0.114,143.04,4,0.924
Icona Pop,I Love It (feat. Charli XCX) - Original Version,0.00855,0.714,155337,0.905,643420,2.55e-05,8,0.146,-2.663,1,66,0.0289,125.927,4,0.838
Vanilla Ice,Ice Ice Baby,0.0025,0.979,254467,0.792,257193,7.71e-06,2,0.102,-2.784,1,70,0.0388,116.012,4,0.583
4 Non Blondes,What's Up?,0.161,0.565,295533,0.564,263761,0.0,2,0.114,-10.044,1,78,0.0292,134.355,4,0.454
Sir Mix-A-Lot,Baby Got Back,0.0051,0.926,262827,0.669,286851,0.0,1,0.0887,-11.271,1,67,0.301,128.462,4,0.642
blink-182,All The Small Things,0.0103,0.434,167067,0.897,5774620,0.0,0,0.612,-4.918,1,79,0.0488,148.726,4,0.684
Fall Out Boy,"Sugar, We're Goin Down",0.00579,0.494,229093,0.841,7806865,0.0,7,0.122,-4.784,1,77,0.0838,162.013,4,0.567
New Radicals,You Get What You Give,0.17,0.621,300773,0.901,134183,0.0,2,0.0875,-5.396,1,74,0.0302,113.967,4,0.744
Will Smith,Wild Wild West - Album Version With Intro,0.0983,0.861,268453,0.597,650103,0.0,10,0.176,-7.221,0,55,0.162,107.016,4,0.694
