Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Pharoahe Monch,Hold On,0.00277,0.616,229813,0.739,135972,7.17e-05,1,0.716,-7.523,1,30,0.211,148.554,4,0.58
LL Cool J,Hollis To Hollywood,0.1,0.818,238973,0.487,885113,0.0,6,0.155,-10.52,0,39,0.305,95.15,4,0.642
B.o.B,So Hard To Breathe,0.0185,0.543,261133,0.819,1721348,0.0,11,0.207,-5.151,0,37,0.0732,84.541,4,0.381
Kanye West,The One,0.118,0.724,135920,0.573,11528211,0.0,7,0.538,-4.113,1,73,0.0549,113.088,4,0.438
Juelz Santana,Daddy,0.0282,0.654,248507,0.909,443276,0.0,1,0.0997,-3.631,0,28,0.341,169.996,4,0.543
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",0.0152,0.587,310720,0.698,14402650,0.0,1,0.442,-8.948,1,65,0.0943,133.954,4,0.0985
Rakim,Waiting For The World To End,0.0735,0.795,245027,0.58,449215,7.02e-05,10,0.325,-5.762,0,48,0.405,91.803,4,0.96
Run–D.M.C.,Walk This Way,0.00796,0.759,309760,0.578,734361,8.18e-05,6,0.0605,-12.56,0,70,0.0468,105.598,4,0.944
Beastie Boys,So What'Cha Want,0.0764,0.695,217067,0.978,1564367,3.12e-05,5,0.069,-3.556,0,56,0.274,171.093,4,0.706
Warren G,Regulate,0.29,0.845,248867,0.51,1169968,2.39e-06,11,0.114,-13.064,0,73,0.224,95.262,4,0.74
OutKast,"Git Up, Git Out",0.0196,0.841,447027,0.578,1319675,0.0,4,0.137,-8.341,0,51,0.426,83.222,4,0.559
Snoop Dogg,Who Am I (What's My Name)?,0.000136,0.692,246320,0.833,5725306,1.98e-05,7,0.515,-3.974,1,70,0.0492,96.814,4,0.692
A Tribe Called Quest,Oh My God,0.0327,0.866,208840,0.698,1177619,0.0187,10,0.108,-7.976,0,54,0.272,94.64,4,0.713
Ol' Dirty Bastard,Hippa To Da Hoppa,0.158,0.769,181627,0.364,530538,0.0131,7,0.404,-14.337,1,49,0.415,96.261,4,0.241
Big L,MVP,0.0649,0.857,218867,0.672,440160,0.0,10,0.355,-5.934,0,52,0.16,86.777,4,0.671
KRS-One,Mortal Thought,0.038,0.914,200000,0.615,366544,0.000164,8,0.0852,-8.953,0,37,0.284,96.277,4,0.825
The Notorious B.I.G.,Gimme The Loot,0.0867,0.713,304147,0.647,5004931,0.0,7,0.636,-8.22,1,64,0.439,94.036,4,0.694
BØRNS,Electric Love,0.00543,0.611,218107,0.797,773850,0.00137,6,0.26,-7.627,0,76,0.0533,120.041,4,0.518
Phoebe Ryan,Mine,0.0625,0.658,227027,0.706,247520,0.0,5,0.106,-5.347,1,52,0.0304,98.967,4,0.427
Chelsea Lankes,Secret,0.00842,0.667,227524,0.838,11332,0.125,0,0.125,-5.597,1,33,0.0707,120.034,4,0.387
The Colourist,Little Games - St. Lucia Remix,0.00293,0.571,273400,0.728,44987,0.228,7,0.112,-8.901,0,46,0.104,110.541,4,0.571
Daniel Wilson,Heartbreaker,0.126,0.373,300664,0.906,6297,0.00123,8,0.143,-6.75,0,16,0.0893,110.007,4,0.488
Fenech-Soler,Last Forever,0.00619,0.459,296695,0.786,28205,7.53e-06,0,0.081,-5.644,1,42,0.0333,171.054,4,0.24
The 1975,Menswear,0.541,0.708,206738,0.539,3942512,0.0179,1,0.0856,-10.281,1,53,0.0681,97.015,4,0.159
MishCatt,Gun To The Head,0.0629,0.739,224754,0.921,12961,9.98e-05,7,0.448,-3.882,1,35,0.0413,137.042,4,0.961
Charli XCX,Doing It (feat. Rita Ora),0.0282,0.611,228520,0.947,1983789,0.0,4,0.303,-1.538,0,39,0.0558,105.94,4,0.564
The Griswolds,Down and Out,0.00127,0.562,200307,0.698,84863,0.00189,9,0.146,-5.956,0,31,0.0439,119.971,4,0.375
Capital Cities,Safe And Sound,0.000176,0.655,192790,0.819,675090,0.00374,0,0.104,-4.852,1,76,0.0316,117.956,5,0.766
Lights,Up We Go,0.766,0.305,213303,0.358,325719,0.0,4,0.0992,-7.395,1,59,0.0378,72.331,4,0.259
Madeon,Pay No Mind,0.00592,0.546,249440,0.852,520656,0.0,1,0.159,-2.445,1,53,0.102,112.183,4,0.558
Mystery Skulls,Ghost,0.0328,0.667,259080,0.611,132930,0.0353,6,0.0963,-4.798,0,56,0.0335,119.97,4,0.269
RAC,Let Go,0.653,0.652,261360,0.726,23500,0.0,5,0.71,-5.339,0,40,0.0758,115.017,4,0.394
CHVRCHES,Recover,0.00493,0.419,225853,0.584,1118026,0.0,7,0.364,-6.473,1,50,0.0557,170.054,4,0.166
Purity Ring,push pull,0.00287,0.386,207810,0.708,500025,2.26e-05,5,0.245,-8.173,1,50,0.0489,110.354,5,0.0858
Wild Cub,Thunder Clatter,0.301,0.6,271441,0.968,34390,1.88e-06,6,0.19,-2.444,1,53,0.0329,123.019,4,0.635
Ghost Beach,Close Enough - feat. Noosa,0.0741,0.488,228213,0.891,19756,0.0,1,0.176,-5.389,0,27,0.0874,75.489,4,0.605
Panama Wedding,Uma,0.168,0.769,216360,0.563,39524,0.000859,1,0.112,-7.67,1,40,0.0324,130.024,4,0.803
Magic Man,Waves,0.0876,0.472,232747,0.881,86595,0.0,2,0.0698,-5.252,1,53,0.0524,178.858,4,0.502
Mumford & Sons,Hot Gates,0.301,0.502,287378,0.378,5653918,0.184,0,0.081,-12.692,1,45,0.0308,135.81,4,0.0731
WALLA,101,0.0437,0.71,203500,0.827,13439,1.28e-05,0,0.0896,-5.244,1,50,0.032,110.003,4,0.833
Charli XCX,You - Ha Ha Ha,0.000742,0.5,186579,0.902,1983789,0.137,1,0.164,-4.67,0,38,0.0718,91.059,4,0.619
Paperwhite,Galaxy,0.00827,0.516,262703,0.886,25744,0.0119,0,0.264,-6.852,1,28,0.0286,147.96,4,0.748
Passion Pit,Lifted Up (1985),0.014,0.568,263293,0.816,1069884,0.000231,0,0.155,-3.928,1,48,0.0281,125.033,5,0.31
Penguin Prison,Calling Out,0.1,0.854,238627,0.704,56690,0.0368,0,0.115,-5.671,1,37,0.0583,122.781,4,0.965
The Strokes,Last Nite,0.0223,0.624,193373,0.899,3170298,0.000155,0,0.0975,-5.71,1,65,0.0295,104.055,4,0.797
The Kills,Future Starts Slow,0.0135,0.677,248200,0.743,470989,0.00222,6,0.0581,-5.876,1,49,0.0611,127.971,4,0.469
Generationals,"When They Fight, They Fight",0.242,0.755,200213,0.898,118512,0.000145,11,0.144,-2.051,0,59,0.0323,119.756,4,0.966
The Killers,Mr. Brightside,0.000767,0.778,426187,0.854,5274818,0.907,1,0.0585,-5.378,1,18,0.0651,131.996,4,0.956
Foster The People,Don't Stop (Color on the Walls),0.00183,0.611,174920,0.948,2871560,0.0995,1,0.0969,-3.751,0,64,0.0753,133.004,4,0.79
The Orwells,Who Needs You,1.37e-05,0.3,199147,0.88,86336,0.0273,5,0.0746,-4.573,1,46,0.0465,207.92,4,0.563
Bad Suns,Cardiac Arrest,0.0521,0.616,182518,0.88,335550,0.000717,1,0.0539,-3.59,1,62,0.042,94.011,4,0.751
Yeah Yeah Yeahs,Heads Will Roll,0.00685,0.744,383547,0.614,890316,0.334,1,0.0708,-3.908,0,58,0.0838,131.994,4,0.774
Queens of the Stone Age,I Sat By The Ocean,0.00136,0.516,235587,0.781,2219388,0.000735,8,0.11,-4.004,0,66,0.0364,116.793,4,0.897
HAIM,The Wire,0.0127,0.547,245293,0.635,896643,5.01e-06,2,0.0585,-5.569,1,59,0.137,113.678,4,0.525
Peace,Lost on Me,0.00966,0.611,224253,0.931,96593,0.000125,9,0.593,-5.043,1,39,0.0921,122.0,4,0.9
Spoon,Do You,0.218,0.552,125827,0.742,252355,0.0,0,0.339,-7.963,1,66,0.0454,138.591,4,0.751
The Shins,Phantom Limb,0.000585,0.515,287533,0.871,942655,0.0,9,0.0877,-4.113,1,58,0.0367,119.869,4,0.498
Bastille,Of The Night,0.0192,0.67,214206,0.829,4226648,0.000225,5,0.089,-7.2,0,62,0.0427,125.01,4,0.349
Tune-Yards,Water Fountain,0.00337,0.825,183453,0.69,174913,0.00277,1,0.367,-6.234,1,44,0.065,110.488,4,0.589
Foals,My Number,0.0319,0.639,240533,0.744,1028741,0.000458,6,0.466,-8.377,0,69,0.0368,128.047,4,0.825
Future Islands,Back in the Tall Grass,0.661,0.825,255147,0.496,387558,0.0948,0,0.111,-9.051,1,48,0.0545,122.95,4,0.152
Lykke Li,I Follow Rivers,0.0234,0.786,280070,0.696,1327923,0.0019,9,0.0839,-5.796,0,72,0.0428,121.974,4,0.306
AlunaGeorge,Supernatural,0.00182,0.758,191398,0.694,383234,0.7,10,0.105,-7.841,0,42,0.0451,117.004,4,0.588
Modest Mouse,Lampshades on Fire,0.156,0.659,187720,0.906,1038096,3.27e-06,7,0.105,-3.906,0,58,0.0428,94.997,4,0.792
Courtney Barnett,History Eraser,0.000791,0.288,208320,0.893,406956,5.16e-05,2,0.22,-3.648,1,42,0.159,120.856,4,0.632
Jamie T,Zombie,0.0113,0.544,246187,0.914,302523,0.0,4,0.485,-4.337,1,60,0.063,145.09,4,0.699
CHVRCHES,Get Away,0.00478,0.616,280325,0.528,1118026,0.00282,2,0.309,-7.949,0,35,0.0338,120.032,4,0.402
BRONCHO,Class Historian,0.214,0.576,212236,0.97,55178,0.706,6,0.262,-5.143,1,50,0.0507,158.111,4,0.965
The Preatures,It Gets Better,0.000332,0.613,212970,0.817,60645,0.00793,9,0.0846,-5.33,1,28,0.0564,92.476,4,0.912
Jukebox The Ghost,Postcard,0.116,0.691,210307,0.739,121466,0.0,0,0.156,-5.453,1,41,0.0301,115.024,4,0.492
of Montreal,Gronlandic Edit,0.0833,0.971,204760,0.4,219555,0.000661,4,0.108,-7.154,0,59,0.0487,119.953,4,0.652
Twin Shadow,Old Love / New Love,0.253,0.612,233067,0.695,880888,1.28e-06,1,0.102,-6.016,1,48,0.143,116.073,4,0.404
Future Islands,Seasons (Waiting On You),0.136,0.498,226440,0.721,387558,0.7,10,0.0933,-5.232,1,64,0.0282,140.027,4,0.589
Wild Cub,Thunder Clatter,0.301,0.6,271441,0.968,34390,1.88e-06,6,0.19,-2.444,1,53,0.0329,123.019,4,0.635
The Walkmen,The Rat,0.000151,0.176,262107,0.917,137969,0.0728,6,0.235,-4.884,0,56,0.0635,168.197,4,0.325
Tennis,Origins,0.0463,0.578,208139,0.825,180395,0.0201,5,0.162,-4.659,0,52,0.0284,113.907,4,0.951
MGMT,Kids,0.00076,0.451,302840,0.931,1755947,0.0049,9,0.361,-3.871,1,78,0.0719,122.961,4,0.172
WALK THE MOON,Work This Body,0.0283,0.421,175907,0.831,1558196,0.0,4,0.464,-5.128,1,56,0.107,134.027,4,0.488
TV On The Radio,Happy Idiot,0.00226,0.617,183002,0.948,427400,0.00221,11,0.0755,-4.236,0,56,0.0621,139.996,4,0.863
Wolf Gang,Lay Your Love Down - Single Version,0.000477,0.584,228613,0.774,60350,1.21e-05,9,0.125,-4.833,1,33,0.0322,119.182,4,0.412
BØRNS,Electric Love,0.00543,0.611,218107,0.797,773850,0.00137,6,0.26,-7.627,0,76,0.0533,120.041,4,0.518
Peace,Lost on Me,0.00966,0.611,224253,0.931,96593,0.000125,9,0.593,-5.043,1,39,0.0921,122.0,4,0.9
King Tuff,Eyes of the Muse,0.000589,0.298,254947,0.962,66348,0.00834,2,0.198,-3.437,1,31,0.14,115.351,4,0.224
Spoon,Rent I Pay,0.283,0.7,189493,0.809,439173,1.22e-05,5,0.11,-6.047,1,41,0.0323,96.407,4,0.962
Daniel Wilson,Killed Ya,0.000361,0.602,155200,0.873,6297,0.855,1,0.268,-5.683,0,27,0.0407,149.957,4,0.867
Fitz and The Tantrums,The Walker,0.00375,0.77,233133,0.801,559856,0.00281,9,0.0515,-4.182,0,60,0.0336,130.76,4,0.725
Passion Pit,Sleepyhead,0.0892,0.568,174760,0.719,1069884,1.84e-06,8,0.233,-5.406,1,65,0.0354,106.036,4,0.539
Magic Man,Paris,0.0876,0.472,232747,0.881,86595,0.0,2,0.0698,-5.252,1,53,0.0524,178.858,4,0.502
New Politics,Everywhere I Go (Kings And Queens),0.07,0.477,205053,0.981,251958,3.17e-05,4,0.648,-3.396,1,46,0.306,163.999,4,0.502
Atlas Genius,Trojans,0.0113,0.721,217387,0.822,290888,7.01e-05,7,0.0898,-4.843,1,59,0.0391,140.002,4,0.536
Clubfeet,Heartbreak,0.0845,0.724,231255,0.657,14798,0.653,0,0.257,-6.293,1,35,0.0294,124.018,4,0.83
CHVRCHES,The Mother We Share,0.0324,0.46,191294,0.686,1118026,4.45e-06,1,0.126,-6.43,1,60,0.0301,173.829,4,0.338
Spoon,Don't You Evah,0.0425,0.77,216720,0.615,439173,0.0,6,0.169,-7.165,1,53,0.0294,120.891,4,0.961
Django Django,Default,0.00733,0.747,185640,0.875,207453,1.1e-06,1,0.184,-5.635,1,39,0.0282,115.967,4,0.913
Interpol,Obstacle 1,5.21e-05,0.371,251547,0.941,1059780,0.676,5,0.0732,-4.783,1,62,0.0602,120.499,4,0.386
STRFKR,Girls Just Want to Have Fun,0.035,0.757,187853,0.701,293821,0.00228,6,0.32,-6.054,1,47,0.0414,120.005,4,0.739
Panama,Always,0.000231,0.444,214141,0.913,2772,0.171,8,0.0992,-4.837,0,29,0.162,135.588,4,0.312
Jungle,The Heat,0.217,0.389,242867,0.563,66728,8.5e-05,7,0.139,-8.855,0,55,0.39,161.155,4,0.169
Craft Spells,Party Talk,0.0259,0.648,220639,0.673,97151,0.924,2,0.388,-9.872,1,46,0.0452,120.008,4,0.788
The Little Ones,Argonauts,0.000101,0.564,187053,0.778,8707,0.00682,9,0.0661,-6.763,1,41,0.0369,120.012,4,0.616
Neon Indian,Polish Girl,0.00603,0.622,264000,0.873,269771,1.25e-05,9,0.131,-4.255,0,54,0.0366,111.984,4,0.434
The Virgins,Teen Lovers,0.02,0.714,133067,0.928,61382,5.49e-06,1,0.321,-2.808,1,30,0.071,122.059,4,0.763
Chromeo,Jealous (I Ain't With It),0.00823,0.739,228027,0.82,303752,0.0,5,0.2,-6.099,0,48,0.0889,127.984,4,0.775
Young the Giant,My Body,0.0011,0.488,244400,0.909,1146483,1.02e-05,10,0.456,-6.591,1,64,0.0929,129.774,4,0.643
Panama Wedding,Uma,0.168,0.769,216360,0.563,39524,0.000859,1,0.112,-7.67,1,40,0.0324,130.024,4,0.803
Local Natives,Breakers,0.378,0.505,249293,0.687,488426,0.145,4,0.266,-5.879,1,41,0.047,127.966,4,0.402
Hospitality,Last Words,0.0232,0.641,388467,0.518,24519,0.734,6,0.117,-8.565,0,29,0.0255,127.649,4,0.234
Ra Ra Riot,Dance With Me,0.00285,0.637,144187,0.84,176388,0.0,4,0.357,-4.556,1,41,0.045,129.974,4,0.668
Broods,Never Gonna Change,0.042,0.478,252058,0.862,429602,0.00192,9,0.225,-7.746,0,42,0.222,129.758,4,0.291
The White Stripes,The Hardest Button To Button,0.0097,0.692,212427,0.515,2083792,0.292,4,0.103,-8.488,0,55,0.0678,128.469,4,0.549
Young the Giant,Cough Syrup,0.0343,0.534,249520,0.721,1146483,6.24e-06,11,0.115,-7.307,0,71,0.0417,128.978,3,0.225
Future Islands,A Dream of You and Me,0.432,0.691,239307,0.937,387558,0.0546,10,0.102,-4.123,1,56,0.0391,136.995,4,0.824
Atlas Genius,Back Seat,0.033,0.783,183027,0.682,290888,0.0152,10,0.111,-5.948,1,40,0.0379,130.011,4,0.939
Interpol,Everything Is Wrong,4.42e-05,0.473,212853,0.848,1059780,0.915,6,0.645,-4.745,0,44,0.0371,125.99,4,0.432
Band Of Skulls,Death By Diamonds And Pearls,0.00684,0.47,192933,0.676,204831,3.94e-05,7,0.115,-4.377,1,36,0.0867,135.182,4,0.487
The Strokes,The End Has No End,0.000799,0.536,185435,0.655,3170298,0.832,1,0.229,-3.713,1,57,0.0336,136.006,4,0.552
Django Django,Hail Bop,0.0129,0.615,243693,0.751,207453,0.592,10,0.24,-7.38,0,32,0.0321,123.739,4,0.531
Wild Belle,Keep You,0.0406,0.64,210613,0.893,124644,0.00738,7,0.0735,-5.795,0,49,0.0475,133.973,4,0.919
The Black Keys,Gold On The Ceiling,0.00772,0.505,224333,0.833,3180214,7.9e-05,0,0.069,-4.632,1,69,0.0475,130.121,4,0.565
Bear Hands,Bone Digger,0.139,0.903,211120,0.755,88385,0.00136,0,0.067,-7.22,1,36,0.0507,125.011,4,0.775
Kishi Bashi,The Ballad of Mr. Steak,0.0199,0.605,199440,0.74,139181,1.02e-06,0,0.129,-5.76,1,36,0.0703,130.075,4,0.47
Death From Above 1979,Trainwreck 1979,2.1e-05,0.522,226693,0.934,189604,0.00399,5,0.253,-5.03,0,43,0.0617,135.052,4,0.304
Julian Casablancas,11th Dimension,0.00164,0.574,243333,0.925,320516,0.0243,6,0.115,-2.766,0,54,0.0463,125.501,4,0.369
Vampire Weekend,Giving Up The Gun,0.00124,0.637,286160,0.88,1557683,0.000164,9,0.0586,-5.202,1,51,0.0512,134.035,4,0.746
Surfer Blood,Floating Vibes,0.0368,0.567,234497,0.735,83915,0.000824,4,0.149,-7.296,1,48,0.0294,126.857,4,0.509
Damon Albarn,Lonely Press Play,0.293,0.759,222760,0.315,246584,3.88e-05,7,0.0984,-13.955,1,45,0.0961,129.956,4,0.547
Interpol,Evil,0.00128,0.497,215827,0.738,1059780,0.653,5,0.0725,-4.09,1,64,0.0396,129.078,4,0.599
Jake Bugg,Messed Up Kids,0.00119,0.543,179893,0.911,689254,0.0,6,0.0857,-4.077,1,28,0.0291,130.259,4,0.376
Real Estate,Had To Hear,0.135,0.556,290827,0.765,325919,0.732,7,0.149,-7.474,1,53,0.0319,125.72,4,0.499
Wild Nothing,Chinatown,0.0244,0.528,198843,0.678,234231,0.000283,1,0.0738,-5.309,1,56,0.0279,126.03,4,0.16
Cults,Bumper,0.0105,0.649,162133,0.921,213221,0.00114,1,0.144,-3.614,1,31,0.0316,126.028,4,0.855
Yuck,Get Away,0.00259,0.475,215573,0.697,77178,0.428,9,0.246,-2.268,1,36,0.038,133.014,4,0.546
Yeasayer,O.N.E.,0.00107,0.611,323560,0.937,179351,0.259,7,0.347,-6.552,1,46,0.0455,121.989,4,0.392
Vampire Weekend,Everlasting Arms,0.472,0.664,183320,0.702,1557683,0.00352,11,0.107,-8.072,1,49,0.188,119.852,4,0.526
Hot Chip,I Feel Better,0.0134,0.598,280287,0.672,521118,0.0,0,0.106,-5.291,0,48,0.0438,125.086,4,0.338
Arcade Fire,We Used To Wait,0.0734,0.573,301400,0.642,1714142,0.0232,8,0.105,-7.239,1,54,0.0279,120.753,4,0.49
The Vaccines,Post Break-Up Sex,7.32e-05,0.402,174453,0.902,592145,0.00465,5,0.261,-4.115,1,58,0.0469,136.883,4,0.569
Modest Mouse,Dashboard,0.00963,0.639,246173,0.903,1038096,7.06e-05,11,0.174,-5.013,0,62,0.0371,135.938,4,0.96
Foster The People,Helena Beat,0.0127,0.67,276173,0.876,2871560,0.00302,5,0.109,-4.905,0,64,0.0536,126.968,4,0.736
Two Door Cinema Club,Come Back Home,0.00122,0.604,203960,0.865,1839338,0.0209,5,0.515,-5.335,0,45,0.057,124.935,4,0.474
The White Stripes,Seven Nation Army,0.00817,0.737,231733,0.463,2083792,0.447,0,0.255,-7.828,1,74,0.0792,123.881,4,0.324
The Walkmen,Little House Of Savages,0.000205,0.344,192215,0.923,137969,0.00774,11,0.103,-4.04,1,35,0.0458,122.245,4,0.448
The Black Keys,Gotta Get Away,0.0175,0.475,180173,0.836,3180214,0.0,4,0.104,-5.446,1,53,0.0529,123.144,4,0.723
Nick Mulvey,Fever To The Form,0.795,0.358,252960,0.546,166269,0.0586,0,0.111,-8.927,0,64,0.0296,106.489,3,0.264
Gregory Alan Isakov,San Luis,0.86,0.567,272347,0.434,420110,0.257,7,0.115,-12.755,0,68,0.0349,82.459,4,0.254
Kina Grannis,For Now,0.926,0.397,198404,0.249,370834,0.0,5,0.115,-10.484,1,65,0.0394,79.614,4,0.329
Blanco White,Olalla,0.662,0.572,247373,0.409,69768,0.296,3,0.125,-11.384,1,67,0.0377,129.983,4,0.351
Hozier,Cherry Wine - Live,0.951,0.415,240147,0.11,3866511,0.00236,1,0.0962,-14.901,1,70,0.0388,81.876,4,0.234
Ben Howard,Old Pine,0.45,0.401,328507,0.364,1707348,0.0503,5,0.162,-10.836,1,70,0.033,129.568,4,0.224
Angus & Julia Stone,Stay With Me - Live From Spotify Berlin,0.825,0.614,174360,0.101,995175,0.0217,0,0.707,-22.159,1,68,0.0395,75.902,4,0.155
Lord Huron,The Night We Met (feat. Phoebe Bridgers),0.962,0.424,208173,0.437,20258369,0.336,2,0.664,-8.588,1,70,0.0355,174.127,3,0.131
Jason Isbell and the 400 Unit,If We Were Vampires,0.824,0.629,215564,0.208,114712,3.7e-06,5,0.107,-16.225,1,67,0.0324,96.609,4,0.685
Joy Williams,The Trouble with Wanting,0.912,0.396,235587,0.198,82975,0.0,2,0.0972,-9.096,1,67,0.031,138.624,3,0.19
The Paper Kites,Bloom - Bonus Track,0.882,0.592,210080,0.416,391444,0.000586,1,0.112,-9.794,1,73,0.0246,96.002,4,0.417
Ray LaMontagne,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,0.517,0.55,307535,0.334,747176,0.000169,10,0.101,-10.73,1,60,0.0288,72.235,4,0.143
Peter Bradley Adams,My Arms Were Always Around You,0.724,0.643,200800,0.436,74491,0.459,1,0.11,-12.245,1,60,0.0273,91.485,4,0.422
Rosie Carney,Thousand (feat. Lisa Hannigan),0.943,0.676,206440,0.198,26649,0.0132,1,0.104,-13.91,1,66,0.0333,118.004,4,0.125
Beta Radio,On the Frame,0.92,0.716,219480,0.307,44889,0.000456,5,0.0905,-13.988,1,46,0.0402,140.027,4,0.5
Bear's Den,Sophie,0.799,0.586,305001,0.276,237522,0.00712,11,0.192,-13.294,0,57,0.0323,143.939,4,0.342
The Lumineers,Visions of China,0.93,0.624,201085,0.193,3707142,2.79e-05,4,0.102,-10.53,0,56,0.0309,125.017,4,0.269
Harrison Storm,Sense of Home,0.892,0.565,265840,0.207,76304,1.8e-06,3,0.102,-10.926,1,64,0.032,140.068,4,0.0904
SYML,Where's My Love - Acoustic,0.891,0.554,239880,0.226,235327,0.0321,3,0.107,-11.323,1,58,0.0281,104.005,4,0.229
The Barr Brothers,Even The Darkness Has Arms,0.813,0.508,230518,0.652,98503,0.148,11,0.29,-13.102,1,63,0.0429,101.313,4,0.746
José González,Stay Alive,0.726,0.713,266907,0.306,794780,0.168,6,0.0924,-12.111,1,67,0.0388,129.983,4,0.314
Courtney Hartman,Wayside,0.939,0.629,157069,0.23,2262,0.00123,10,0.123,-12.604,1,45,0.0364,117.177,4,0.62
Gregory Alan Isakov,Chemicals,0.885,0.608,199907,0.238,420110,0.125,0,0.111,-13.604,1,64,0.0434,78.013,4,0.27
Fenne Lily,Top to Toe,0.908,0.569,216416,0.184,54142,0.0,1,0.114,-12.842,1,55,0.0584,110.916,4,0.309
Anthony da Costa,You’re Free Now (feat. Sarah Jarosz),0.846,0.408,259798,0.24,1606,0.00254,4,0.104,-13.522,1,47,0.0307,147.585,4,0.434
Dead Horses,"A Petal Here, a Petal There",0.529,0.452,206493,0.698,11993,0.000646,7,0.0687,-7.903,1,41,0.0302,141.53,4,0.563
The Lumineers,Scotland,0.0163,0.581,228481,0.604,3707142,0.0321,10,0.106,-9.303,0,55,0.0256,96.97,3,0.208
Leon Bridges,Beyond,0.229,0.58,240600,0.687,970275,0.0,6,0.109,-5.4,1,72,0.106,76.014,4,0.187
Dean Lewis,Waves - Guitar Acoustic,0.935,0.412,248427,0.285,1053865,0.0,11,0.11,-9.918,0,50,0.0444,151.739,4,0.377
Novo Amor,Anchor,0.803,0.457,257533,0.408,283025,0.884,9,0.126,-11.474,1,71,0.0307,117.052,4,0.128
Old Sea Brigade,Love Brought Weight,0.699,0.367,185747,0.326,30136,0.358,7,0.0759,-15.605,1,60,0.0344,116.659,4,0.064
Andrea von Kampen,Portland,0.848,0.588,228500,0.2,9825,0.00492,11,0.111,-14.244,1,50,0.032,51.945,4,0.152
Wilderado,Sorrow - Acoustic,0.922,0.575,180707,0.223,30307,0.0,0,0.102,-10.563,1,48,0.029,143.946,4,0.295
Angus & Julia Stone,Nothing Else,0.883,0.707,264000,0.302,995175,0.0349,4,0.102,-13.582,1,48,0.0398,123.987,4,0.369
First Aid Kit,Emmylou - Spotify Sessions,0.142,0.336,304227,0.647,912502,0.00616,6,0.826,-7.718,1,54,0.039,94.948,4,0.207
Sufjan Stevens,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),0.94,0.365,248965,0.273,1037744,0.431,4,0.109,-16.526,0,63,0.038,132.285,5,0.238
Mipso,Take Your Records Home,0.941,0.493,176653,0.185,46313,3.24e-05,6,0.116,-12.334,1,40,0.0295,131.527,4,0.276
Caamp,Vagabond,0.766,0.571,129464,0.399,140564,0.0146,4,0.0926,-11.919,1,66,0.0364,141.922,4,0.611
Vance Joy,Where We Start,0.882,0.662,200067,0.384,2016749,6.38e-05,2,0.122,-6.198,1,48,0.0288,120.117,4,0.186
I'm With Her,Be My Husband,0.913,0.598,228320,0.258,51146,5.21e-06,2,0.121,-9.954,1,43,0.0293,115.203,1,0.349
Birdy,Tee Shirt,0.837,0.684,159507,0.341,3018934,2.69e-05,9,0.0883,-9.497,1,62,0.0272,75.948,4,0.557
The Stray Birds,Dream in Blue,0.71,0.45,212027,0.324,17118,0.000679,2,0.176,-11.234,1,54,0.037,179.133,4,0.354
Jill Andrews,Tell That Devil (Acoustic Version),0.939,0.414,185625,0.12,20137,6.75e-06,9,0.107,-10.898,1,38,0.0312,146.274,4,0.15
Mandolin Orange,Amsterdam - Recorded at Spotify Studios NYC,0.909,0.532,193672,0.317,152475,0.0277,0,0.11,-10.693,1,60,0.0309,140.671,3,0.28
Gregory Alan Isakov,Big Black Car,0.897,0.572,217467,0.183,420110,0.00275,3,0.103,-16.069,1,66,0.0323,110.029,4,0.404
Henry Jamison,Real Peach - Recorded at Spotify Studios NYC,0.901,0.379,195851,0.194,46925,1.19e-05,9,0.139,-12.644,1,54,0.0438,170.097,4,0.436
Dispatch,Letter to Lady J,0.221,0.509,255192,0.716,205070,7.39e-06,4,0.402,-7.145,1,53,0.0504,132.096,4,0.333
James Bay,Let It Go,0.89,0.5,285867,0.21,2814344,1.17e-05,1,0.726,-9.122,1,67,0.0416,140.401,3,0.387
Noah Gundersen,First Defeat,0.858,0.519,243773,0.214,110742,0.0021,5,0.118,-11.243,1,50,0.0298,144.411,4,0.229
I'm With Her,I-89 - Recorded At Spotify Studios NYC,0.818,0.581,180581,0.375,51146,1.05e-06,7,0.109,-11.591,0,48,0.0359,89.582,4,0.649
Belle Mt,Hollow (Acoustic),0.822,0.499,236618,0.229,12012,4.59e-06,11,0.0914,-9.642,1,61,0.0361,178.461,3,0.239
Family of the Year,Hero,0.213,0.341,190280,0.539,137012,6.44e-05,5,0.109,-5.76,1,63,0.0265,174.564,4,0.267
Langhorne Slim,Changes,0.891,0.668,161907,0.367,121058,0.00521,11,0.103,-11.002,1,58,0.0285,110.21,4,0.342
The Lumineers,Sleep On The Floor,0.249,0.389,211851,0.431,3707142,0.0,7,0.13,-8.061,1,66,0.0344,142.14,4,0.275
Angus & Julia Stone,Mango Tree,0.832,0.592,225667,0.426,995175,0.0908,2,0.115,-15.107,0,48,0.0305,107.747,4,0.285
Rayland Baxter,Without Me,0.757,0.47,344573,0.351,95132,1.32e-06,7,0.556,-9.385,1,52,0.034,152.013,4,0.392
